,creater_link,name,num_created,num_backed,num_followed
0,https://www.kisskissbankbank.com/en/users/stephcoerten,Stephcoerten,1,3,0
1,https://www.kisskissbankbank.com/en/users/association-les-ecologistes-de-l-euziere,Association Les Ecologistes de l'Euzière,2,0,0
2,https://www.kisskissbankbank.com/en/users/fanny-guedj-2-7024152c-3ee3-49ff-a3eb-690bccec6ddd,Parents & Féministes,1,0,0
3,https://www.kisskissbankbank.com/en/users/aude-taillandier,Ô de mon Chéri,1,1,0
4,https://www.kisskissbankbank.com/en/users/yann-plantier,Outsiders-Podcast,1,0,0
5,https://www.kisskissbankbank.com/en/users/celine-leger,Céline -Léger,1,1,0
6,https://www.kisskissbankbank.com/en/users/jeronime-de-galard,Jéronime-de Galard,1,0,0
7,https://www.kisskissbankbank.com/en/users/gwen-aelle--2,Gwen et Manon,1,3,1
8,https://www.kisskissbankbank.com/en/users/carlos1949,Phillippe E.,1,6,0
9,https://www.kisskissbankbank.com/en/users/entre-les-vignes,EDITIONS REVERSE,2,2,0
10,https://www.kisskissbankbank.com/en/users/camille-et-justine,Camille-et Justine,1,0,0
11,https://www.kisskissbankbank.com/en/users/corridor-elephant,CORRIDOR ELEPHANT,57,57,1
12,https://www.kisskissbankbank.com/en/users/melanie-coracin,Joliment Vous,1,0,0
13,https://www.kisskissbankbank.com/en/users/eludut-eric,ARTxPACE,2,1,0
14,https://www.kisskissbankbank.com/en/users/alexandre-thomasse,Atalante Mohair,1,1,0
15,https://www.kisskissbankbank.com/en/users/revue-encres,Revue Encres,3,1,0
16,https://www.kisskissbankbank.com/en/users/la-ferme-medicale,La Ferme Médicale,1,2,5
17,https://www.kisskissbankbank.com/en/users/jean-baptiste-folly,jean-baptiste-folly,1,0,0
18,https://www.kisskissbankbank.com/en/users/haylen,HAYLEN,2,2,1
19,https://www.kisskissbankbank.com/en/users/guistou,GuiStou,2,2,0
20,https://www.kisskissbankbank.com/en/users/benjamin-piat,Benjamin Piat,3,0,0
21,https://www.kisskissbankbank.com/en/users/bruce-jolly,Bruce-Jolly,1,0,0
22,https://www.kisskissbankbank.com/en/users/paul-gabriel,Bière-des-Bräu,1,0,1
